target,repeat,sampling_seed,projection_seed,sample_size,examples_per_original_class,training_class_counts,condition,family,layer,original_feature_count,feature_count,selected_c,validation_accuracy,validation_macro_f1,n_test,test_accuracy,test_macro_f1,test_target_f1,true_negative,false_positive,false_negative,true_positive
tops,4,45,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,0.1,0.918,0.9147931551886812,10000,0.9127,0.9096097367770305,0.8928965771071035,5488,512,361,3639
tops,4,45,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,1.0,0.9275,0.9242707336938569,10000,0.9196,0.9161087831182491,0.8989949748743719,5618,382,422,3578
tops,4,45,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,1.0,0.9135,0.9098770342459456,10000,0.9134,0.9095777275700976,0.8909869083585096,5595,405,461,3539
tops,4,45,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,0.1,0.905,0.9008748059233043,10000,0.9062,0.9022344371503135,0.8825444527923867,5538,462,476,3524
tops,4,45,3,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.969,0.9676122158363727,10000,0.9635,0.9618477955117934,0.9539083217577977,5858,142,223,3777
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,1.0,0.9785,0.9742188846669815,10000,0.9782,0.9740919329457391,0.9637753406447325,6882,118,100,2900
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.9825,0.9792938063929485,10000,0.9798,0.97609245525703,0.9666776641372484,6868,132,70,2930
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9785,0.9743925602645784,10000,0.9793,0.9753688646385247,0.9655287260616153,6894,106,101,2899
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.9875,0.9851960589540305,10000,0.987,0.9845938152274162,0.978505291005291,6911,89,41,2959
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,1.0,0.9765,0.9723478580621437,10000,0.978,0.9740963377920444,0.964040536122916,6831,169,51,2949
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,1.0,0.9685,0.962763481614469,10000,0.9701,0.964575725777921,0.9505866798876219,6825,175,124,2876
footwear,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982168283260386,10000,0.9968,0.9961962607721895,0.9946808510638298,6976,24,8,2992
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,0.1,0.883,0.8769921748098899,10000,0.8818,0.875742099300018,0.848305954825462,5513,487,695,3305
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,0.1,0.916,0.9116866896071003,10000,0.9107,0.9063339628047656,0.8861114653743145,5633,367,526,3474
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9245,0.9215631477695754,10000,0.9105,0.9072819714061536,0.8900086026791201,5484,516,379,3621
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_fc,random,fc,128,32,0.1,0.923,0.9194829340418835,10000,0.9162,0.9124787322274907,0.8944318468127992,5612,388,450,3550
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv1,trained,conv1,3136,32,0.1,0.9155,0.9113445180879478,10000,0.9153,0.9112229597005377,0.892198039964363,5648,352,495,3505
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_conv2,trained,conv2,1568,32,0.1,0.9125,0.9086419256820337,10000,0.9147,0.9109389286934568,0.8926368785399622,5601,399,454,3546
tops,4,45,3,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",trained_fc,trained,fc,128,32,1.0,0.9745,0.9733641890923221,10000,0.9661,0.9645313607692012,0.9570723059389642,5882,118,221,3779
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,1.0,0.979,0.9747814088546076,10000,0.9795,0.9756207431513405,0.9658958575944102,6892,108,97,2903
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,1.0,0.979,0.9751641237488928,10000,0.9771,0.9728639544785608,0.9621425028930402,6861,139,90,2910
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.978,0.9739084233097403,10000,0.9776,0.9734290381420938,0.9629016230539914,6869,131,93,2907
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,0.1,0.9875,0.985168270421586,10000,0.9854,0.9826879323362816,0.9758358159549818,6906,94,52,2948
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,1.0,0.975,0.9705693997099321,10000,0.9767,0.9725781927830959,0.9619467581251021,6822,178,55,2945
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,1.0,0.969,0.9633033604651713,10000,0.9682,0.9622858118749882,0.9473509933774834,6821,179,139,2861
footwear,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,1.0,0.9985,0.9982168283260386,10000,0.9973,0.9967896825056637,0.9955097289206719,6980,20,7,2993
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",pixels,pixels,pixels,784,32,0.1,0.8915,0.8864192787833568,10000,0.8891,0.8840699226250885,0.8599216875078944,5487,513,596,3404
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv1,random,conv1,3136,32,0.1,0.917,0.9128586967020691,10000,0.9106,0.9062418040234725,0.8860275369709332,5631,369,525,3475
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_conv2,random,conv2,1568,32,1.0,0.925,0.9220353959302476,10000,0.9141,0.9107729360375221,0.8935431899863676,5536,464,395,3605
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",random_fc,random,fc,128,32,0.1,0.926,0.922753725305984,10000,0.9147,0.9110450835509314,0.8930139219867052,5587,413,440,3560
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv1,trained,conv1,3136,32,0.1,0.9165,0.9126285491708999,10000,0.9169,0.9131685676776984,0.8951684117572852,5621,379,452,3548
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_conv2,trained,conv2,1568,32,0.1,0.92,0.917133138043762,10000,0.918,0.9149356380215125,0.8987904221179955,5539,461,359,3641
tops,4,45,3,200,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",trained_fc,trained,fc,128,32,1.0,0.9735,0.9724015758179483,10000,0.9693,0.9679573458207418,0.9613982145102477,5870,130,177,3823
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.944,0.9347793679189028,10000,0.9463,0.9371755525296088,0.9132331555986427,6637,363,174,2826
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.945,0.9361112175924151,10000,0.9485,0.9400988485312151,0.9176658673061551,6615,385,130,2870
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,0.1,0.939,0.9273116388365572,10000,0.9424,0.9314155044492048,0.9039679893297766,6713,287,289,2711
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,1.0,0.9425,0.9332360902473893,10000,0.9381,0.9278636423795903,0.900689876463982,6574,426,193,2807
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.9255,0.9106654375669821,10000,0.9268,0.9122842504118805,0.8766014834794336,6668,332,400,2600
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,1.0,0.939,0.9293849895640276,10000,0.9415,0.9320160918491651,0.9066241021548284,6575,425,160,2840
footwear,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,0.1,0.9985,0.9982168283260386,10000,0.9987,0.9984531171029025,0.9978351373855121,6991,9,4,2996
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",pixels,pixels,pixels,784,32,1.0,0.8045,0.7848086461794591,10000,0.8141,0.7957277519694059,0.7344665047850307,5570,430,1429,2571
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv1,random,conv1,3136,32,1.0,0.832,0.8153846153846154,10000,0.8293,0.8134006921489757,0.7589323541872617,5606,394,1313,2687
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_conv2,random,conv2,1568,32,1.0,0.8285,0.8103316182998469,10000,0.8249,0.8059766526420622,0.7453831612621783,5686,314,1437,2563
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",random_fc,random,fc,128,32,0.1,0.737,0.6806702282661486,10000,0.7381,0.6860726998331559,0.5582728959352335,5726,274,2345,1655
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv1,trained,conv1,3136,32,1.0,0.7845,0.7611774891774892,10000,0.7774,0.7551905325910246,0.6814539210074413,5393,607,1619,2381
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_conv2,trained,conv2,1568,32,0.1,0.889,0.8815366932088509,10000,0.8806,0.8721137552645433,0.8391702586206896,5691,309,885,3115
tops,4,45,4,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",trained_fc,trained,fc,128,32,1.0,0.9025,0.8935135847996376,10000,0.8976,0.8878101867561591,0.8546693159239285,5965,35,989,3011
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,1.0,0.9615,0.9545308394581375,10000,0.9604,0.9530879590343209,0.9345670852610707,6776,224,172,2828
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,1.0,0.9065,0.8849858923203482,10000,0.9105,0.8896945785846695,0.8417889340639915,6724,276,619,2381
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,0.1,0.934,0.9196998233396114,10000,0.9319,0.9171022299317555,0.8820779220779221,6772,228,453,2547
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.96,0.9520585461034984,10000,0.958,0.9496418117993647,0.9291258859264259,6827,173,247,2753
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,1.0,0.9035,0.8819201737547702,10000,0.9064,0.8852642188523244,0.8360196215837421,6678,322,614,2386
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,1.0,0.9255,0.9113517108971059,10000,0.9266,0.9121813090814002,0.8765971755211835,6659,341,393,2607
footwear,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,0.1,0.998,0.9976235628496333,10000,0.9981,0.9977404591213437,0.9968391282648478,6985,15,4,2996
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",pixels,pixels,pixels,784,32,1.0,0.834,0.8239434752497404,10000,0.8363,0.8264443122509186,0.7850859918603125,5373,627,1010,2990
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv1,random,conv1,3136,32,0.1,0.8445,0.8336399760462962,10000,0.8423,0.8320802548623494,0.790654453736891,5445,555,1022,2978
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_conv2,random,conv2,1568,32,1.0,0.867,0.8580574792502447,10000,0.856,0.8461523668496813,0.8072289156626506,5545,455,985,3015
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",random_fc,random,fc,128,32,1.0,0.838,0.8269214127058914,10000,0.8294,0.8180848096721385,0.7727151612043698,5394,606,1100,2900
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv1,trained,conv1,3136,32,0.1,0.8215,0.8041676094871741,10000,0.8183,0.8009159291635428,0.7420865862313698,5569,431,1386,2614
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_conv2,trained,conv2,1568,32,0.1,0.904,0.8981841784576812,10000,0.8969,0.890725870732775,0.8647514102059557,5673,327,704,3296
tops,4,45,4,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",trained_fc,trained,fc,128,32,0.1,0.9455,0.9421836390837539,10000,0.9385,0.9344800014906598,0.9182506978598963,5931,69,546,3454
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,1.0,0.9645,0.957838166851001,10000,0.9597,0.951890453871069,0.9325071177357227,6813,187,216,2784
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,1.0,0.964,0.9574637023593466,10000,0.9692,0.9635537049883522,0.9492084432717678,6814,186,122,2878
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.9735,0.9688461709151965,10000,0.9712,0.9662369869962224,0.9532922478105741,6773,227,61,2939
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,0.1,0.971,0.9654761904761905,10000,0.9679,0.9618977706741717,0.9467749958547504,6824,176,145,2855
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,1.0,0.943,0.9325883358898517,10000,0.9463,0.9362107556719774,0.9108417732027229,6720,280,257,2743
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,1.0,0.958,0.9499043411466658,10000,0.9572,0.948742610732368,0.9279218592118559,6817,183,245,2755
footwear,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,0.1,0.9985,0.9982168283260386,10000,0.9987,0.9984531171029025,0.9978351373855121,6991,9,4,2996
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",pixels,pixels,pixels,784,32,1.0,0.858,0.8483709487280244,10000,0.8555,0.8455596491333262,0.806378132118451,5546,454,991,3009
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv1,random,conv1,3136,32,0.1,0.865,0.857665653456985,10000,0.8693,0.8625695223931291,0.8321561576987286,5453,547,760,3240
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_conv2,random,conv2,1568,32,1.0,0.8925,0.884865888842032,10000,0.8832,0.8746898950403419,0.842034081687855,5719,281,887,3113
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",random_fc,random,fc,128,32,0.1,0.848,0.837339908225464,10000,0.8376,0.8268838617554215,0.7838125665601704,5432,568,1056,2944
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv1,trained,conv1,3136,32,0.1,0.8655,0.8568737448186567,10000,0.8612,0.8528508702089972,0.8177999474927803,5497,503,885,3115
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_conv2,trained,conv2,1568,32,0.1,0.906,0.9007013233133221,10000,0.8968,0.8909720827679095,0.8657648283038502,5640,360,672,3328
tops,4,45,4,30,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",trained_fc,trained,fc,128,32,1.0,0.9655,0.9640699760648761,10000,0.9645,0.9629789034707862,0.9554747272043146,5836,164,191,3809
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,1.0,0.959,0.950167667567295,10000,0.959,0.9501880486209355,0.9292371418709009,6898,102,308,2692
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,1.0,0.9865,0.9839209099335725,10000,0.9842,0.9812154783887408,0.9737279680744928,6914,86,72,2928
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,1.0,0.985,0.9821598265459403,10000,0.986,0.9833491714428775,0.9767054908485857,6925,75,65,2935
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,1.0,0.9855,0.982859380425708,10000,0.983,0.979864758452194,0.9719193921374298,6888,112,58,2942
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,1.0,0.9655,0.9590258241228038,10000,0.9631,0.9562824174316148,0.9390183440753594,6790,210,159,2841
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,1.0,0.975,0.9700947994856306,10000,0.9765,0.9719190002007373,0.9605770843818151,6902,98,137,2863
footwear,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,0.1,0.999,0.9988106551030627,10000,0.999,0.9988095238095238,0.9983333333333333,6995,5,5,2995
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",pixels,pixels,pixels,784,32,0.1,0.8915,0.8851863697702589,10000,0.8824,0.8755753528994054,0.8464351005484461,5583,417,759,3241
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv1,random,conv1,3136,32,0.1,0.8915,0.887279490503297,10000,0.8888,0.8847526561921755,0.8631553039625892,5381,619,493,3507
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_conv2,random,conv2,1568,32,0.1,0.9065,0.900860735576231,10000,0.905,0.8995761309334439,0.8762376237623762,5687,313,637,3363
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",random_fc,random,fc,128,32,0.1,0.891,0.887716724748367,10000,0.8744,0.8704971786531839,0.8480154888673765,5240,760,496,3504
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv1,trained,conv1,3136,32,0.1,0.877,0.8735145674198206,10000,0.8686,0.864802329894168,0.8421432003844306,5181,819,495,3505
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_conv2,trained,conv2,1568,32,1.0,0.9175,0.9142215252504537,10000,0.9088,0.9052257168022209,0.8868205510052122,5515,485,427,3573
tops,4,45,4,50,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",trained_fc,trained,fc,128,32,1.0,0.968,0.9668275530344497,10000,0.965,0.9636400068132394,0.95660798413092,5792,208,142,3858
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,0.1,0.9705,0.9649641104818176,10000,0.9658,0.9592934659728369,0.9430189936687771,6828,172,170,2830
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,1.0,0.9875,0.9850977187289784,10000,0.9846,0.9817393258889545,0.9745117510758027,6902,98,56,2944
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.98,0.9762131020612537,10000,0.9822,0.9788776293732148,0.9705004971826318,6894,106,72,2928
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,0.1,0.9765,0.9723980703314786,10000,0.9747,0.9702080646392206,0.95863985613863,6815,185,68,2932
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,1.0,0.9685,0.9625887959382121,10000,0.9675,0.9614447567840946,0.9461653138976313,6819,181,144,2856
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.9785,0.9744169367018494,10000,0.9781,0.9739853919779573,0.963639382367591,6879,121,98,2902
footwear,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,0.01,0.9995,0.9994050450395779,10000,0.9981,0.9977344193604788,0.9968243356175831,6999,1,18,2982
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",pixels,pixels,pixels,784,32,0.1,0.888,0.8808478948908216,10000,0.888,0.8815355163291444,0.8538622129436325,5608,392,728,3272
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv1,random,conv1,3136,32,0.1,0.8865,0.8828930775105958,10000,0.8855,0.8818527360703319,0.8610942617978892,5306,694,451,3549
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_conv2,random,conv2,1568,32,1.0,0.921,0.9177425215977942,10000,0.9175,0.9140732327902668,0.896913657378483,5586,414,411,3589
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",random_fc,random,fc,128,32,0.1,0.896,0.8922314412697623,10000,0.8911,0.8874241171096828,0.8670816550714024,5359,641,448,3552
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv1,trained,conv1,3136,32,0.1,0.8775,0.8740929230201562,10000,0.8748,0.8714853026609399,0.8508458422682869,5177,823,429,3571
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_conv2,trained,conv2,1568,32,1.0,0.92,0.9166318430927919,10000,0.9135,0.9096860179599533,0.8911264946507237,5595,405,460,3540
tops,4,45,4,80,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",trained_fc,trained,fc,128,32,1.0,0.9705,0.9694131815190296,10000,0.9667,0.9653823119769123,0.9586284010436079,5809,191,142,3858
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,0.1,0.9775,0.9733279515066595,10000,0.9708,0.9651849376114081,0.9512032085561497,6862,138,154,2846
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,1.0,0.9925,0.991092570461479,10000,0.9864,0.9839038312621589,0.9775651600131969,6901,99,37,2963
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.9855,0.9827951936890398,10000,0.9858,0.9831748570751504,0.9765289256198347,6904,96,46,2954
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,0.1,0.9825,0.9793512700001387,10000,0.9782,0.9743083089662965,0.964309102815979,6837,163,55,2945
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,1.0,0.981,0.9775294452966172,10000,0.9782,0.974193976069056,0.9640264026402641,6861,139,79,2921
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,1.0,0.981,0.9775294452966172,10000,0.9817,0.9783148631859242,0.9697470656306828,6884,116,67,2933
footwear,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,0.01,0.9995,0.9994050450395779,10000,0.999,0.9988086151800344,0.9983311081441922,6999,1,9,2991
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",pixels,pixels,pixels,784,32,0.1,0.8945,0.8875563517205343,10000,0.8898,0.8829808295414663,0.8547324017927762,5656,344,758,3242
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv1,random,conv1,3136,32,0.1,0.9005,0.8962891042844325,10000,0.8944,0.8901722419577064,0.8686240358298084,5453,547,509,3491
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_conv2,random,conv2,1568,32,1.0,0.919,0.9150359156820622,10000,0.9173,0.9133735332512969,0.8949307584804981,5651,349,478,3522
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",random_fc,random,fc,128,32,0.1,0.8965,0.8922545883539703,10000,0.8934,0.8893287086437683,0.8681019549616431,5426,574,492,3508
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv1,trained,conv1,3136,32,0.1,0.903,0.8989583333333333,10000,0.8941,0.8899717751109111,0.8686593079498945,5439,561,498,3502
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_conv2,trained,conv2,1568,32,1.0,0.9195,0.9161632774847108,10000,0.9172,0.9138072319979533,0.8967065868263473,5578,422,406,3594
tops,4,45,4,110,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",trained_fc,trained,fc,128,32,1.0,0.9695,0.9682620204345762,10000,0.9647,0.963218419931882,0.9558363568122107,5827,173,180,3820
footwear,4,45,4,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",pixels,pixels,pixels,784,32,0.1,0.9775,0.9734024868674779,10000,0.9726,0.9674428110399764,0.954485049833887,6853,147,127,2873
footwear,4,45,4,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv1,random,conv1,3136,32,1.0,0.9925,0.991092570461479,10000,0.9891,0.9870933748505125,0.9820042925540696,6917,83,26,2974
footwear,4,45,4,150,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",random_conv2,random,conv2,1568,32,1.0,0.9875,0.9851821952814775,10000,0.9882,0.9860133036714225,0.9804829639431029,6918,82,36,2964
