task,task_category,family,layer,examples_per_class,n_probe_train,n_seeds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
tshirt_vs_pullover,within_tops,random,fc,5,10,1,0.9205,0.0,0.9204998211245976,0.0,0.9205000000000001,0.0
tshirt_vs_pullover,within_tops,random,fc,10,20,1,0.942,0.0,0.9419744107151253,0.0,0.942,0.0
tshirt_vs_pullover,within_tops,random,fc,30,60,1,0.946,0.0,0.9459688780737705,0.0,0.946,0.0
tshirt_vs_pullover,within_tops,random,fc,100,200,1,0.9505,0.0,0.9504964233665882,0.0,0.9504999999999999,0.0
tshirt_vs_shirt,within_tops,coarse,conv1,5,10,1,0.7625,0.0,0.7614450503740164,0.0,0.7625,0.0
tshirt_vs_shirt,within_tops,coarse,conv1,10,20,1,0.7755,0.0,0.7736871777152939,0.0,0.7755000000000001,0.0
tshirt_vs_shirt,within_tops,coarse,conv1,30,60,1,0.785,0.0,0.7842232035327178,0.0,0.7849999999999999,0.0
tshirt_vs_shirt,within_tops,coarse,conv1,100,200,1,0.809,0.0,0.8085771469175409,0.0,0.8089999999999999,0.0
tshirt_vs_shirt,within_tops,coarse,conv2,5,10,1,0.779,0.0,0.7773916547052454,0.0,0.7789999999999999,0.0
tshirt_vs_shirt,within_tops,coarse,conv2,10,20,1,0.7865,0.0,0.7833542495419109,0.0,0.7865,0.0
tshirt_vs_shirt,within_tops,coarse,conv2,30,60,1,0.7855,0.0,0.7844588825172791,0.0,0.7855,0.0
tshirt_vs_shirt,within_tops,coarse,conv2,100,200,1,0.8195,0.0,0.8193825535054169,0.0,0.8195,0.0
tshirt_vs_shirt,within_tops,coarse,fc,5,10,1,0.7635,0.0,0.7588746737097691,0.0,0.7635000000000001,0.0
tshirt_vs_shirt,within_tops,coarse,fc,10,20,1,0.77,0.0,0.7668629072803645,0.0,0.77,0.0
tshirt_vs_shirt,within_tops,coarse,fc,30,60,1,0.7705,0.0,0.7677660842857328,0.0,0.7705,0.0
tshirt_vs_shirt,within_tops,coarse,fc,100,200,1,0.791,0.0,0.7902945508691237,0.0,0.7909999999999999,0.0
tshirt_vs_shirt,within_tops,constant,constant,5,10,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_shirt,within_tops,constant,constant,10,20,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_shirt,within_tops,constant,constant,30,60,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_shirt,within_tops,constant,constant,100,200,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.0
tshirt_vs_shirt,within_tops,fine,conv1,5,10,1,0.778,0.0,0.7743606631357159,0.0,0.778,0.0
tshirt_vs_shirt,within_tops,fine,conv1,10,20,1,0.7765,0.0,0.7708147739872204,0.0,0.7765,0.0
tshirt_vs_shirt,within_tops,fine,conv1,30,60,1,0.772,0.0,0.7688901863474918,0.0,0.772,0.0
tshirt_vs_shirt,within_tops,fine,conv1,100,200,1,0.8265,0.0,0.8262932455354985,0.0,0.8265,0.0
tshirt_vs_shirt,within_tops,fine,conv2,5,10,1,0.7795,0.0,0.7767241791765679,0.0,0.7795000000000001,0.0
tshirt_vs_shirt,within_tops,fine,conv2,10,20,1,0.7895,0.0,0.7868500667422564,0.0,0.7895000000000001,0.0
tshirt_vs_shirt,within_tops,fine,conv2,30,60,1,0.7805,0.0,0.7793077653754998,0.0,0.7805,0.0
tshirt_vs_shirt,within_tops,fine,conv2,100,200,1,0.8385,0.0,0.8382213767661355,0.0,0.8385,0.0
tshirt_vs_shirt,within_tops,fine,fc,5,10,1,0.815,0.0,0.8127340823970037,0.0,0.815,0.0
tshirt_vs_shirt,within_tops,fine,fc,10,20,1,0.788,0.0,0.7819179085515955,0.0,0.788,0.0
tshirt_vs_shirt,within_tops,fine,fc,30,60,1,0.832,0.0,0.8310749665166453,0.0,0.8320000000000001,0.0
tshirt_vs_shirt,within_tops,fine,fc,100,200,1,0.865,0.0,0.8649155722326454,0.0,0.865,0.0
tshirt_vs_shirt,within_tops,pixels,pixels,5,10,1,0.721,0.0,0.7207316230897893,0.0,0.721,0.0
tshirt_vs_shirt,within_tops,pixels,pixels,10,20,1,0.719,0.0,0.7188242651657286,0.0,0.719,0.0
tshirt_vs_shirt,within_tops,pixels,pixels,30,60,1,0.785,0.0,0.7847052615029977,0.0,0.7849999999999999,0.0
tshirt_vs_shirt,within_tops,pixels,pixels,100,200,1,0.8145,0.0,0.8139473771971197,0.0,0.8145,0.0
tshirt_vs_shirt,within_tops,random,conv1,5,10,1,0.7545,0.0,0.7530165556875986,0.0,0.7545,0.0
tshirt_vs_shirt,within_tops,random,conv1,10,20,1,0.7865,0.0,0.7840038950117293,0.0,0.7865,0.0
tshirt_vs_shirt,within_tops,random,conv1,30,60,1,0.783,0.0,0.78202149448876,0.0,0.7829999999999999,0.0
tshirt_vs_shirt,within_tops,random,conv1,100,200,1,0.8075,0.0,0.8072706038362161,0.0,0.8075,0.0
tshirt_vs_shirt,within_tops,random,conv2,5,10,1,0.7505,0.0,0.748346792241113,0.0,0.7505,0.0
tshirt_vs_shirt,within_tops,random,conv2,10,20,1,0.773,0.0,0.7696834415584416,0.0,0.773,0.0
tshirt_vs_shirt,within_tops,random,conv2,30,60,1,0.7885,0.0,0.7872549628563763,0.0,0.7885,0.0
tshirt_vs_shirt,within_tops,random,conv2,100,200,1,0.8165,0.0,0.8159928302383443,0.0,0.8165,0.0
tshirt_vs_shirt,within_tops,random,fc,5,10,1,0.73,0.0,0.7291199105895053,0.0,0.73,0.0
tshirt_vs_shirt,within_tops,random,fc,10,20,1,0.7535,0.0,0.7516417212689647,0.0,0.7535000000000001,0.0
tshirt_vs_shirt,within_tops,random,fc,30,60,1,0.7765,0.0,0.7742651687367863,0.0,0.7765,0.0
tshirt_vs_shirt,within_tops,random,fc,100,200,1,0.7885,0.0,0.7866747357073964,0.0,0.7885,0.0
