seed,task,layer,examples_per_class,task_category,family,n_probe_train,comparison,test_accuracy,test_macro_f1,test_balanced_accuracy
42,tshirt_vs_coat,fc,100,within_tops,coarse,200,coarse_minus_random,-0.005499999999999949,-0.0055009112035999674,-0.005499999999999949
42,tshirt_vs_shirt,conv1,5,within_tops,coarse,10,coarse_minus_random,0.008000000000000007,0.00842849468641782,0.008000000000000007
42,tshirt_vs_shirt,conv2,5,within_tops,coarse,10,coarse_minus_random,0.02850000000000008,0.029044862464132404,0.02849999999999997
42,tshirt_vs_shirt,fc,5,within_tops,coarse,10,coarse_minus_random,0.033499999999999974,0.029754763120263816,0.033500000000000085
42,tshirt_vs_shirt,conv1,10,within_tops,coarse,20,coarse_minus_random,-0.01100000000000001,-0.010316717296435352,-0.010999999999999899
42,tshirt_vs_shirt,conv2,10,within_tops,coarse,20,coarse_minus_random,0.013499999999999956,0.013670807983469313,0.013499999999999956
42,tshirt_vs_shirt,fc,10,within_tops,coarse,20,coarse_minus_random,0.01650000000000007,0.015221186011399879,0.01649999999999996
42,tshirt_vs_shirt,conv1,30,within_tops,coarse,60,coarse_minus_random,0.0020000000000000018,0.002201709043957778,0.0020000000000000018
42,tshirt_vs_shirt,conv2,30,within_tops,coarse,60,coarse_minus_random,-0.0030000000000000027,-0.0027960803390971734,-0.0030000000000000027
42,tshirt_vs_shirt,fc,30,within_tops,coarse,60,coarse_minus_random,-0.006000000000000005,-0.006499084451053516,-0.006000000000000005
42,tshirt_vs_shirt,conv1,100,within_tops,coarse,200,coarse_minus_random,0.0015000000000000568,0.001306543081324829,0.0014999999999999458
42,tshirt_vs_shirt,conv2,100,within_tops,coarse,200,coarse_minus_random,0.0030000000000000027,0.003389723267072542,0.0030000000000000027
42,tshirt_vs_shirt,fc,100,within_tops,coarse,200,coarse_minus_random,0.0025000000000000577,0.003619815161727269,0.0024999999999999467
42,pullover_vs_coat,conv1,5,within_tops,coarse,10,coarse_minus_random,-0.03399999999999992,-0.03375292239830552,-0.03400000000000003
42,pullover_vs_coat,conv2,5,within_tops,coarse,10,coarse_minus_random,0.05049999999999999,0.05040842640363907,0.05049999999999999
42,pullover_vs_coat,fc,5,within_tops,coarse,10,coarse_minus_random,-0.008499999999999952,-0.012648515007005479,-0.008499999999999952
42,pullover_vs_coat,conv1,10,within_tops,coarse,20,coarse_minus_random,0.033499999999999974,0.03387630082290061,0.033500000000000085
42,pullover_vs_coat,conv2,10,within_tops,coarse,20,coarse_minus_random,-0.0040000000000000036,-0.01569280755574476,-0.0040000000000000036
42,pullover_vs_coat,fc,10,within_tops,coarse,20,coarse_minus_random,0.05300000000000005,0.05410631176281122,0.052999999999999936
42,pullover_vs_coat,conv1,30,within_tops,coarse,60,coarse_minus_random,-0.009000000000000008,-0.009132626192252413,-0.008999999999999897
42,pullover_vs_coat,conv2,30,within_tops,coarse,60,coarse_minus_random,0.044499999999999984,0.04522312221351743,0.044499999999999984
42,pullover_vs_coat,fc,30,within_tops,coarse,60,coarse_minus_random,0.03949999999999998,0.03970741563549951,0.03949999999999998
42,pullover_vs_coat,conv1,100,within_tops,coarse,200,coarse_minus_random,0.0119999999999999,0.011562248355460714,0.01200000000000001
42,pullover_vs_coat,conv2,100,within_tops,coarse,200,coarse_minus_random,0.0010000000000000009,0.000881845353125299,0.0010000000000000009
42,pullover_vs_coat,fc,100,within_tops,coarse,200,coarse_minus_random,0.03700000000000003,0.036789714624212655,0.03699999999999992
42,pullover_vs_shirt,conv1,5,within_tops,coarse,10,coarse_minus_random,0.04749999999999999,0.048218056828286726,0.04749999999999999
42,pullover_vs_shirt,conv2,5,within_tops,coarse,10,coarse_minus_random,0.050000000000000044,0.0812866655560055,0.050000000000000044
42,pullover_vs_shirt,fc,5,within_tops,coarse,10,coarse_minus_random,-0.06900000000000006,-0.06874075719595574,-0.06899999999999995
42,pullover_vs_shirt,conv1,10,within_tops,coarse,20,coarse_minus_random,-0.03749999999999998,-0.037589504730895174,-0.03749999999999998
42,pullover_vs_shirt,conv2,10,within_tops,coarse,20,coarse_minus_random,0.07099999999999995,0.05971449392550143,0.07099999999999995
42,pullover_vs_shirt,fc,10,within_tops,coarse,20,coarse_minus_random,-0.051999999999999935,-0.05450557347831109,-0.052000000000000046
42,pullover_vs_shirt,conv1,30,within_tops,coarse,60,coarse_minus_random,-0.01200000000000001,-0.012157481574859408,-0.01200000000000001
42,pullover_vs_shirt,conv2,30,within_tops,coarse,60,coarse_minus_random,0.03300000000000003,0.03323787828190006,0.03300000000000003
42,pullover_vs_shirt,fc,30,within_tops,coarse,60,coarse_minus_random,-0.10499999999999998,-0.10622704577970854,-0.10499999999999998
42,pullover_vs_shirt,conv1,100,within_tops,coarse,200,coarse_minus_random,0.012500000000000067,0.012584148983131538,0.012499999999999956
42,pullover_vs_shirt,conv2,100,within_tops,coarse,200,coarse_minus_random,0.0040000000000000036,0.003946373914103907,0.004000000000000115
42,pullover_vs_shirt,fc,100,within_tops,coarse,200,coarse_minus_random,0.011500000000000066,0.012825616013289687,0.011500000000000066
42,coat_vs_shirt,conv1,5,within_tops,coarse,10,coarse_minus_random,-0.08999999999999997,-0.0974441506328847,-0.08999999999999997
42,coat_vs_shirt,conv2,5,within_tops,coarse,10,coarse_minus_random,0.0024999999999999467,0.0024249223094776617,0.0024999999999999467
42,coat_vs_shirt,fc,5,within_tops,coarse,10,coarse_minus_random,-0.052000000000000046,-0.051948469519521145,-0.051999999999999935
