task,task_category,comparison,family,layer,sample_size,original_feature_count,feature_count,source_seed,n_sampling_repeats,n_projection_seeds,n_pairs,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,20,128,32,42,10,5,50,0.19261,0.05158797617385552,0.19426766972795506,0.05182849421182678,0.19261,0.051587976173855535
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,30,128,32,42,10,5,50,0.19774999999999998,0.030676762793851047,0.19910240498090842,0.030878404773566268,0.19774999999999998,0.030676762793851047
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,50,128,32,42,10,5,50,0.17911,0.018414803827355847,0.17977411796070977,0.018689559419077906,0.17911000000000005,0.01841480382735585
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,80,128,32,42,10,5,50,0.16904,0.019248069078879233,0.16950849984874616,0.01933037068565936,0.16904000000000002,0.01924806907887922
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,110,128,32,42,10,5,50,0.16108,0.01454141165985011,0.16148095102279536,0.014539252249166027,0.16108,0.014541411659850106
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,150,128,32,42,10,5,50,0.15393,0.011279840243477177,0.15415810182675643,0.011303283773617978,0.15393,0.011279840243477182
coat_vs_shirt,within_tops,fine_minus_random,fine,fc,200,128,32,42,10,5,50,0.14835,0.012313196007469673,0.14851914544171152,0.012334864953940566,0.14835000000000004,0.012313196007469704
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,10,3136,32,42,10,5,50,-0.012920000000000001,0.04434102076462583,-0.014477332440044397,0.046703103634364425,-0.012920000000000011,0.04434102076462583
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,20,3136,32,42,10,5,50,-0.013189999999999995,0.030378377447232617,-0.01329766404315377,0.0311415938985121,-0.013190000000000009,0.030378377447232603
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,30,3136,32,42,10,5,50,-0.01817000000000001,0.02810487102817239,-0.01804919421900511,0.029857480354323312,-0.01817,0.0281048710281724
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,50,3136,32,42,10,5,50,-0.024879999999999996,0.026013254078548157,-0.025073449345006566,0.026207978996527923,-0.024879999999999985,0.026013254078548154
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,80,3136,32,42,10,5,50,-0.026899999999999993,0.023288343409858712,-0.027355928608559617,0.02345062286274148,-0.02689999999999999,0.02328834340985872
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,110,3136,32,42,10,5,50,-0.027840000000000007,0.02152891743015161,-0.02797200818135521,0.021559338150465047,-0.02783999999999999,0.021528917430151617
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,150,3136,32,42,10,5,50,-0.026510000000000002,0.016315602273622033,-0.026695010462255465,0.016418262396355854,-0.026510000000000002,0.016315602273622023
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv1,200,3136,32,42,10,5,50,-0.031580000000000004,0.01739028581755707,-0.03167105973670432,0.017386440236973985,-0.031580000000000025,0.017390285817557076
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,10,1568,32,42,10,5,50,0.02400999999999999,0.04816886643753983,0.026818576027625513,0.05176885055567885,0.024009999999999997,0.04816886643753983
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,20,1568,32,42,10,5,50,0.025090000000000005,0.036893765028242695,0.026191556605704557,0.037820638408178946,0.025089999999999987,0.03689376502824269
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,30,1568,32,42,10,5,50,0.01702,0.04072906498673738,0.017967423807906564,0.04191239873447354,0.017019999999999983,0.040729064986737396
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,50,1568,32,42,10,5,50,0.013199999999999996,0.035967247005336093,0.013210343246156823,0.03620192337747266,0.013200000000000014,0.03596724700533608
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,80,1568,32,42,10,5,50,0.011500000000000003,0.028799092956238077,0.011525110063017152,0.02882595741194965,0.011500000000000003,0.02879909295623807
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,110,1568,32,42,10,5,50,0.007110000000000005,0.023829815400896757,0.00708553981849329,0.023889859240361973,0.007110000000000005,0.02382981540089675
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,150,1568,32,42,10,5,50,0.013709999999999986,0.022127204144792127,0.0137714580512535,0.022243861704790428,0.01371000000000001,0.022127204144792138
pullover_vs_coat,within_tops,coarse_minus_random,coarse,conv2,200,1568,32,42,10,5,50,0.009349999999999994,0.0189209553411134,0.009430574961235562,0.019072828253619896,0.009349999999999995,0.018920955341113425
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,10,128,32,42,10,5,50,0.032139999999999995,0.05090828487965151,0.03239888775376182,0.055440307013269484,0.03214,0.05090828487965152
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,20,128,32,42,10,5,50,0.03011,0.058967587949410226,0.030194061472895887,0.05747859498539704,0.03011,0.058967587949410205
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,30,128,32,42,10,5,50,0.03095,0.04101695144842493,0.03188963340799466,0.04096508037003659,0.030950000000000005,0.04101695144842493
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,50,128,32,42,10,5,50,0.06613,0.03269428739965789,0.06650305590111852,0.033201136096477964,0.06613000000000001,0.03269428739965788
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,80,128,32,42,10,5,50,0.06621,0.029442799958355772,0.06622186928443531,0.029569762050310703,0.06621,0.02944279995835578
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,110,128,32,42,10,5,50,0.06205,0.02488632318428444,0.061963348463656406,0.02492620719874494,0.06205000000000002,0.02488632318428444
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,150,128,32,42,10,5,50,0.06609000000000001,0.025907348654111907,0.06600966503954472,0.025932661557812993,0.06609000000000001,0.025907348654111925
pullover_vs_coat,within_tops,coarse_minus_random,coarse,fc,200,128,32,42,10,5,50,0.06331000000000002,0.023737916367478174,0.0633187696653605,0.023759881434642638,0.06331000000000002,0.023737916367478167
pullover_vs_coat,within_tops,fine_minus_random,fine,conv1,10,3136,32,42,10,5,50,-0.0027199999999999967,0.03816841840141279,-0.004453814310073301,0.03960849436818394,-0.002720000000000018,0.038168418401412774
